sourcemmsi,imonumber,callsign,shipname,shiptype,tobow,tostern,tostarboard,toport,eta,draught,destination,mothershipmmsi,t
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443655767
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443655779
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443655822
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443655871
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443655919
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443655939
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443655992
227319570,0,FO4876 ,F/V LISANAIS ,30,11,4,1,4,00-00 24:60 ,0, ,,1443655996
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443656012
227142200,0,FHFN ,F/V TXIMISTARRI 2 ,30,5,11,3,3,00-00 24:60 ,2, ,,1443656022
227306100,0,FVXQ ,LA RECOUVRANCE ,36,35,7,3,4,01-10 15:30 ,3.2,CONCARNEAU ,,1443656025
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443656030
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443656030
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443656039
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443656053
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443656117
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443656123
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443656128
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443656140
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443656182
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443656231
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443656279
636016115,9083940,D5EN5 ,ST DRAGON ,82,90,24,13,7,02-10 14:00 ,7.3,AVEIRO ,,1443656294
228947000,0,FHIY ,F/V PORZ STREILHEN ,30,8,8,2,2,00-00 24:60 ,0, ,,1443656295
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443656299
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443656299
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443656302
228236700,0,FMIE ,LES CALANQUES ,30,20,4,4,4,00-00 24:60 ,0, ,,1443656321
228926000,0,FHQE ,CARAIBES ,30,7,6,3,2,00-00 24:60 ,0,ST-GUENOLE ,,1443656327
228263900,0,FMLY ,F/V ALCOR ,0,9,9,3,3,00-00 24:60 ,0, ,,1443656332
245958000,9295437,PCQE ,LISA ESSBERGER ,82,92,23,11,8,01-10 21:00 ,6.3,ANTWERPEN ,,1443656332
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443656352
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443656390
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443656398
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443656411
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443656440
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443656475
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443656483
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443656488
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443656500
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443656543
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443656591
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443656591
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443656592
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443656597
255804960,9183829,CQLI ,WEICHSELSTERN ,89,16,146,13,13,02-10 12:00 ,8,ROTTERDAM ,,1443656606
228236600,0,F M I D ,LA HOULE ,30,15,9,5,3,02-02 23:34 ,0,ST GUENOLE ,,1443656622
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443656624
226216000,0,FNSD ,FV DAMIEN FLORENT ,30,10,10,4,4,00-00 24:60 ,0, ,,1443656638
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443656639
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443656658
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443656662
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443656712
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443656731
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443656749
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443656770
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443656836
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443656843
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443656846
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443656861
227941000,0,FGCB ,F/V ANTAEUS ,30,19,2,2,3,17-11 09:55 ,3.5,ST GUENOLE FRANCE ,,1443656903
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443656903
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443656903
228167900,0,FZZX ,F/V STEREDEN AR MOOR ,30,0,0,0,0,00-00 24:60 ,0, ,,1443656905
228160000,0,FHKS ,LESKNEDALAR ,30,8,8,3,3,00-00 24:60 ,0, ,,1443656920
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443656938
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443656952
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443657000
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443657018
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443657072
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443657109
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443657118
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443657128
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443657161
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443657193
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443657194
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443657203
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443657205
227895000,8407175,FNGD ,F/V GRANDE-HERMINE ,90,25,37,7,8,01-10 09:00 ,6,CONCARNEAU ,,1443657206
304010859,9108439,V2KZ ,PAMIR ,70,73,15,8,3,10-07 08:00 ,5,TENERIFE ,,1443657209
228376000,0,FGQJ ,F/V AR MORVRINI ,30,8,8,2,3,00-00 24:60 ,0, ,,1443657214
225328000,9190353,ECMO ,BOUGA ,70,81,14,7,7,02-10 21:00 ,6.2,MOERDIJK ,,1443657216
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443657219
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443657220
566838000,9366134,9V7736 ,OSLO CARRIER 2 ,79,88,16,7,11,07-10 18:00 ,7.9,LULEA ,,1443657235
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443657263
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443657311
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443657360
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443657379
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443657382
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443657432
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443657469
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443657486
228208800,0,FO3848 ,F/V LYCIA ,30,5,5,2,2,00-00 24:60 ,0, ,,1443657495
228370000,0,FVBW ,F/V OCEANIE ,30,8,8,1,3,00-00 24:60 ,0, ,,1443657499
227392000,0,FGSK ,F/V ALYA ,90,12,12,3,3,00-00 24:60 ,0,227391000 ,,1443657512
227704000,0,FVJB ,BEL ESPOIR ,0,13,9,2,2,11-09 23:00 ,2.9,ABER WRACH ,,1443657519
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443657521
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443657521
228931000,0,FHZW ,F/V CARLA EGLANTINE ,30,10,10,3,2,00-00 24:60 ,3.4,LA TURBALLE ,,1443657523
227592820,0,FGD8075 ,TREBERON ,60,16,20,5,4,00-00 24:60 ,1.7, ,,1443657524
228037900,9682033,FIIA ,ALMAK ,99,21,23,5,5,01-10 15:00 ,3.1,CONCARNEAU (FRANCE) ,,1443657527
227867000,0,FGTS ,F/V KREIZ AR MOR ,30,11,11,4,2,00-00 24:60 ,0,DOUARNENEZ ,,1443657530
227366000,0,FGRG ,F/V LE NAUTILE ,30,14,10,3,3,08-12 11:00 ,3,LA RETRAITE ,,1443657537
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443657555
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443657564
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443657565
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443657579
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443657622
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443657657
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443657671
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443657721
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443657739
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443657792
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443657811
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443657838
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443657845
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443657881
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443657916
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443657924
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443657926
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443657941
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443657983
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443658018
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443658031
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443658080
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443658102
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443658152
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443658171
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443658190
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443658203
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443658241
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443658283
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443658290
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443658298
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443658343
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443658376
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443658391
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443658440
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443658459
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443658512
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443658531
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443658550
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443658558
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443658562
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443658601
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443658643
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443658653
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443658659
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443658703
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443658736
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443658752
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443658783
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443658801
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443658820
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443658872
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443658920
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443658961
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443659004
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443659011
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443659020
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443659063
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443659096
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443659111
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443659180
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443662719
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443659232
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443659269
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443659278
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443659279
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443659321
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443659363
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443659371
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443659380
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443659424
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443659457
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443659471
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443659521
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443659540
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443659542
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443659592
227142200,0,FHFN ,F/V TXIMISTARRI 2 ,30,5,11,3,3,00-00 24:60 ,2, ,,1443659622
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443659630
227483000,0,FHDB ,F/V KELIG FLORIAN ,30,11,11,3,3,00-00 24:60 ,0, ,,1443659637
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443659637
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443659638
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443659681
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443659732
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443659740
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443659783
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443659817
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443659831
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443659882
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443659890
228302900,0,FNSF ,F/V MIRENTXU 1 ,30,10,6,3,2,00-00 24:60 ,3, ,,1443659893
227472000,0,300 ,L ARGONAUTE ,30,15,1,2,2,05-08 14:36 ,0,LE GUILVINEC ,,1443659894
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443659900
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443659900
228380000,0,FHGI ,F/V BILLABONG ,30,0,0,0,0,00-00 24:60 ,0, ,,1443659922
245958000,9295437,PCQE ,LISA ESSBERGER ,82,92,23,11,8,01-10 21:00 ,6.3,ANTWERPEN ,,1443659931
228263900,0,FMLY ,F/V ALCOR ,0,9,9,3,3,00-00 24:60 ,0, ,,1443659932
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443659952
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443659971
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443659990
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443659996
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443659998
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443660042
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443660093
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443660099
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443660143
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443660191
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443660191
228236600,0,F M I D ,LA HOULE ,30,15,9,5,3,02-02 23:34 ,0,ST GUENOLE ,,1443660222
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443660223
636015666,9619440,D5CC9 ,MSC ANCHORAGE ,71,225,74,33,15,02-10 03:00 ,10.6,ROTTERDAM ,,1443660229
226216000,0,FNSD ,FV DAMIEN FLORENT ,30,10,10,4,4,00-00 24:60 ,0, ,,1443660238
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443660241
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443660260
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443660262
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443660312
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443660331
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443660350
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443677302
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443660354
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443660402
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443660444
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443660461
227941000,0,FGCB ,F/V ANTAEUS ,30,19,2,2,3,17-11 09:55 ,3.5,ST GUENOLE FRANCE ,,1443660503
234597000,4906771, , ,35,0,0,0,0,00-00 24:60 ,3, ,,1443767041
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443660503
